sequence_name	AHR	AIRE	ANHX	ARID5B	BACH/NFE	BCL	CDC5L	CEBPA	CREB	CREB3L/XBP	CTCF	DMRT/DMRTA	E2F	E2F/TFDP	EBF	EGR	ESR/ESRRA	ESRRA/NR5A	ETS	FEZF	FOX	FOXH	FOXJ	GATA	GCM	GFI	GLI/GLIS/ZIC	HMBOX	HOX	HOXB/PBX	HSF	IKZF	INSM	IRF/STAT	IRX	LCORL	LEF/TCF	MAFF/MAFG	MAZ	MBD	MBNL	MECOM	MEF2	MEIS/PBX	MTF	MYB	MYRF	MZF	MZF/YY	NEUROG/OLIG	NFATC	NFIC/NFIX	NFKB/RELA	NFYA/NFYB	NHLH/TFAP	NR	NR1I/VDR	NRF	OLIG/ZBTB	OSR	PAX	PLAG	POU	PRDM	REST	RFX/MXI	RORC/RORA	RUNX	SCRT	SIX/ZNF	SMAD	SOX	SP/KLF	SPDEF	SREBF	SRF	STAT/STAT5A	TBX	TEAD	TFAP	TFCP	THAP	TOPORS	TP	USF/BHLHE	YBX	YY	ZBTB	ZIK	ZIM	ZKSCAN	ZNF	ZSCAN	ZSCAN5C
H047_5LTR_SGA_34_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	34	1	0
H047_5LTR_SGA_35_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	2	0	0	0	0	1	0	3	0	0	0	31	1	0
H047_5LTR_SGA_36_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	34	1	0
H047_5LTR_SGA_37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	35	1	0
H047_5LTR_SGA_38_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	34	1	0
H047_5LTR_SGA_40_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	3	0	0	0	0	1	0	2	0	0	0	32	1	0
H047_5LTR_SGA_41_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	0	0	31	1	0
H047_5LTR_SGA_42_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	30	0	0
H047_5LTR_SGA_43_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	29	1	0
H047_5LTR_SGA_44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	31	1	0
H047_5LTR_SGA_45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	36	1	0
H047_5LTR_SGA_46_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	3	0	0	0	0	1	0	1	0	0	0	32	1	0
H047_5LTR_SGA_47_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	29	1	0
H047_5LTR_SGA_48_(reversed)	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	1	0	0	0	0	0	3	0	0	0	35	1	0
H047_5LTR_SGA_4_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	34	1	0
H047_5LTR_SGA_5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	3	0	0	0	0	0	0	2	0	0	0	33	1	0
H047_5LTR_SGA_50_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	2	0	0	0	0	2	0	1	0	0	1	32	1	0
H047_5LTR_SGA_6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	32	1	0
H047_5LTR_SGA_7_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	0	3	0	0	0	0	1	0	2	0	0	0	32	1	0
H047_5LTR_SGA_8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	33	1	0
H047_5LTR_SGA_9	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	28	1	0
H050_3LTR_SGA10_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA11_(reversed)	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA12_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	31	1	0
H050_3LTR_SGA13_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	28	1	0
H050_3LTR_SGA14_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA15_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA16_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	31	1	0
H050_3LTR_SGA17_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA19_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	30	1	0
H050_3LTR_SGA22_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA4_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	33	1	0
H050_3LTR_SGA6_(reversed)	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	34	1	0
H050_3LTR_SGA7_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_SGA9_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	33	1	0
H050_3LTR_Set2_SGA26	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	31	1	0
H050_3LTR_Set2_SGA27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	33	1	0
H050_3LTR_Set2_SGA28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_Set2_SGA30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	33	1	0
H050_3LTR_Set2_SGA31	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_Set2_SGA33_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	33	1	0
H050_3LTR_Set2_SGA34_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_3LTR_Set2_SGA35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	33	1	0
H050_3LTR_Set2_SGA36_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	30	1	0
H050_3LTR_Set2_SGA38_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	33	1	0
H050_3LTR_Set2_SGA39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	1	29	1	0
H050_5LTR_SGA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	34	1	0
H050_5LTR_SGA10_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	33	1	0
H050_5LTR_SGA11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	32	1	0
H050_5LTR_SGA12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	31	1	0
H050_5LTR_SGA13_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_5LTR_SGA14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_5LTR_SGA15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	32	1	0
H050_5LTR_SGA17_(reversed)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	31	1	0
H050_5LTR_SGA18_(reversed)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	36	1	0
H050_5LTR_SGA19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	33	1	0
H050_5LTR_SGA20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	33	1	0
H050_5LTR_SGA21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	29	1	0
H050_5LTR_SGA22	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_5LTR_SGA23	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
H050_5LTR_SGA24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	33	1	0
H050_5LTR_SGA25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	2	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	33	1	0
H050_5LTR_SGA26	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	38	1	0
H050_5LTR_SGA27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	33	1	0
H050_5LTR_SGA28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	32	1	0
